Timestamp,Sweep_ID,Freq(Hz),Imp_AVG(Ohm),Fase_AVG(°),Real_AVG(Ohm),Imag_AVG(Ohm),Mag_AVG
2026-09-24 17:21:25.873,28,73000,2387.95,0.42,2387.885842622309,17.504430980331392,2387.95
2026-09-24 17:21:25.873,28,74000,2364.01,0.97,2363.671228283664,40.02005352316854,2364.01
2026-09-24 17:21:25.873,28,75000,2433.26,0.48,2433.174612717696,20.38459286056474,2433.26
2026-09-24 17:21:25.873,28,76000,2363.08,-0.05,2363.079100205892,-2.062176062661877,2363.08
2026-09-24 17:21:25.984,28,77000,2389.36,0.65,2389.206245305784,27.10584792699078,2389.36
2026-09-24 17:21:25.984,28,78000,2364.87,1.17,2364.3769526333945,48.28812230790075,2364.87
2026-09-24 17:21:25.985,28,79000,2382.13,-0.6,2381.9993863006675,-24.94515109683259,2382.13
2026-09-24 17:21:25.985,28,80000,2379.72,0.54,2379.6143097549098,22.42800057212145,2379.72
2026-09-24 17:21:25.985,28,81000,2379.72,0.54,2379.6143097549098,22.42800057212145,2379.72
2026-09-24 17:21:25.985,28,82000,2334.34,0.51,2334.247524574946,20.77810423827807,2334.34
2026-09-24 17:21:26.094,28,83000,2406.05,0.22,2406.0322632430143,9.238546081443694,2406.05
2026-09-24 17:21:26.094,28,84000,2375.65,0.78,2375.429864697461,32.34007426401584,2375.65
2026-09-24 17:21:26.094,28,85000,2357.4,0.21,2357.384165800152,8.640302930034823,2357.4
2026-09-24 17:21:26.094,28,86000,2349.16,1.33,2348.5271203701222,54.52586987862093,2349.16
2026-09-24 17:21:26.095,28,87000,2402.98,0.38,2402.9271505469574,15.937050049517852,2402.98
2026-09-24 17:21:26.095,28,88000,2357.37,0.17,2357.359623520891,6.994447329368143,2357.37
2026-09-24 17:21:26.205,28,89000,2379.22,0.96,2378.886042156987,39.86234853421783,2379.22
2026-09-24 17:21:26.205,28,90000,2379.22,0.96,2378.886042156987,39.86234853421783,2379.22
2026-09-24 17:21:26.205,28,91000,2330.95,0.67,2330.790631548142,27.256822768134295,2330.95
2026-09-24 17:21:26.205,28,92000,2404.72,0.46,2404.642499842426,19.3061221265766,2404.72
2026-09-24 17:21:26.205,28,93000,2377.43,0.86,2377.162193430173,35.68348394212788,2377.43
2026-09-24 17:21:26.321,28,94000,2360.81,0.22,2360.7925967401925,9.064837378497156,2360.81
2026-09-24 17:21:26.322,28,95000,2376.49,0.87,2376.216037644553,36.084103713681834,2376.49
2026-09-24 17:21:26.322,28,96000,2348.06,1.27,2347.4832022066553,52.04208832847144,2348.06
2026-09-24 17:21:26.323,28,97000,2424.15,-0.69,2423.974216882835,-29.192779710863192,2424.15
2026-09-24 17:21:26.323,28,98000,2410.03,0.44,2409.9589358760095,18.507519860153128,2410.03
2026-09-24 17:21:26.323,28,99000,2410.03,0.44,2409.9589358760095,18.507519860153128,2410.03
2026-09-24 17:21:26.440,28,100000,2395.71,-0.22,2395.6923394667283,-9.198843429178725,2395.71
